title,company,location,experience,salary,skills,date_posted,company_rating,company_reviews,role_searched,scraped_date,job_url
Data Analyst,ADA Global,Bengaluru,0-1 Yrs,Not Disclosed,"python, data analysis, data analytics, power bi, data warehousing, dashboards, business intelligence, sql",3+ weeks ago,4.0,6  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-ada-global-bengaluru-0-to-1-years-060226501811
Walk-in || Data Analyst,Sharp Mint,,,"80,000-3 Lacs PA","Artificial Intelligence, Data Analysis, Data Visualization, Data Analytics, Statistics, Power Bi, Statistical Modeling, Python",4 days ago,3.5,55  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-sharp-mint-bhiwadi-1-to-5-years-080526015532
Data Analyst,TechBlocks,"Hyderabad, Ahmedabad",5-10 Yrs,Not Disclosed,"Data Analyst, Power Bi, Debugging, Natural Language Processing, Ai, Looker, Machine Learning, Statistics",4 days ago,3.2,115  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-techblocks-consulting-pvt-ltd-hyderabad-ahmedabad-5-to-10-years-010626922994
Data Analyst,LatentView,"Hyderabad, Gurugram, Bengaluru",4-7 Yrs,Not Disclosed,"Tableau, SQL, Predictive Modeling, Time Series Analysis, Data Analysis, Ab Testing, Statistics, Python",2 weeks ago,3.4,313  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-latentview-hyderabad-gurugram-bengaluru-4-to-7-years-230526004502
Data Analyst,Optum,Noida,4-9 Yrs,Not Disclosed,"data analyst, Azure, Agile Methodologies, Ai, Cms, Cloud Platform, Ai Tools, Analytics",1 week ago,4.0,8053  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-optum-global-solutions-india-private-limited-noida-4-to-9-years-290526920832
Engineer - Methods & Tools (Data Analyst),Premium Aerotec,Bengaluru,6-11 Yrs,Not Disclosed,"PLM, ERP, Data analysis, Change management, Data modeling, Agile, Scrum, Analytics",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-engineer-methods-tools-data-analyst-aerotec-bengaluru-6-to-11-years-280526503382
Data Analyst,TP,Gurugram,1-4 Yrs,Not Disclosed,"Call Center, Customer Service, Sales, Customer Experience, Customer Experience Management, Sales Targets, Contact Center, Software Installation",1 week ago,3.9,39021  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-teleperformance-global-business-private-limited-gurugram-1-to-4-years-270526936095
Data Analyst,Tata Consultancy Services,Hyderabad,5-10 Yrs,10-20 Lacs PA,"Data analyst, Data Warehousing, Data Transformation, Data Validation, Data Analysis, ETL, Data Mapping, SQL",1 week ago,3.3,115420  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-hyderabad-5-to-10-years-270526038992
Data Analyst,Bajaj Finance,Pune,1-2 Yrs,Not Disclosed,"compliance, security compliance, project management, cloud services, issue resolution, information security, cloud platform, caching",1 week ago,3.9,9335  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-bajaj-finance-limited-pune-1-to-2-years-260526930409
Data Analyst,V Patrol,Gurugram,1-4 Yrs,Not Disclosed,"database maintenance, data analysis, modeling, bi, power bi, problem solving, data integrity, machine learning",2 days ago,1.6,8  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-vpatrol-ai-private-limited-gurugram-1-to-4-years-030626505047
Data Analyst,DAZN,Hyderabad,4-9 Yrs,Not Disclosed,"Business Intelligence, Power BI, Reporting & Dashboarding, Problem Solving, Data Analysis, Data Visualization, Advanced Excel, Tableau",2 days ago,2.7,237  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-dazn-group-hyderabad-4-to-9-years-030626503353
Data Analyst,Skylink Fibernet,Coimbatore,2-6 Yrs,Not Disclosed,"Computer science, Data analysis, data science, Analytical, power bi, Database maintenance, Data Analyst, data visualization",2 days ago,2.7,43  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-skylink-fibernet-coimbatore-2-to-6-years-030626502558
Data Analyst,Sia Partners,Mumbai,3-6 Yrs,Not Disclosed,"Computer science, French, Analytical, Data Analyst, Corporate finance, SSIS, Business intelligence, microsoft",2 days ago,4.1,2  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-sia-partners-mumbai-3-to-6-years-030626502245
Data Analyst,Amgen Inc,Hyderabad,8-13 Yrs,Not Disclosed,"Data Analyst, Change Management, Biotechnology, Power Bi, Sales Operations, Tableau, Analytics, Onboarding",3 days ago,2.8,164  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-amgen-inc-hyderabad-8-to-13-years-020626924622
Data analyst,Dr Agarwals Eye Hospital,Mumbai,2-4 Yrs,Not Disclosed,"PowerBI, Advanced Excel, Tableau, VLOOKUP, Dashboards, Macros, HLOOKUP, MIS Reporting",3 days ago,3.8,533  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-dr-agarwals-eye-hospital-mumbai-2-to-4-years-020626017085
Data Analyst - Tableau/Looker/Salesforce (Remote),Indium Software,Remote,2-5 Yrs,12-16 Lacs PA,"Reports And Dashboards, Advance Sql, Tableau, Looker, Salesforce, Data Visualization, Data, Reporting",4 days ago,3.9,1366  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-tableau-looker-salesforce-remote-indium-software-hyderabad-2-to-5-years-020626009571
Underwriter & Data Analyst,Maruti Insurance,Gurugram(Cyber City),1-5 Yrs,Not Disclosed,"Underwriting, MIS, Commercial Underwriting, Risk Analysis, Data Analysis, Risk Management, Commercial, Management",4 days ago,4.3,93  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-underwriter-data-analyst-maruti-insurance-gurugram-1-to-5-years-020626006828
Data Analyst,HMH Technology Private Limited,Pune,2-4 Yrs,Not Disclosed,"data analyst, snowflake, sap, data analysis, steward, power bi, business analysis, business analyst",4 days ago,4.6,28  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-houghton-mifflin-harcourt-technology-private-limit-ed-pune-2-to-4-years-010626922781
Transportation Data Analyst,ADVICS,Rohtak,2-5 Yrs,Not Disclosed,"database maintenance, data analysis, bi, documentation, power bi, problem solving, dashboards, database administration",4 days ago,4.1,107  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-transportation-data-analyst-advics-rohtak-2-to-5-years-010626502440
Data Analyst,Medusind,Mumbai,1-6 Yrs,Not Disclosed,"database maintenance, python, data analysis, modeling, sas, predictive analytics, problem solving, process improvement",4 days ago,3.4,839  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-medusind-solutions-mumbai-1-to-6-years-010626501575
Data Anonymization Analyst,Innova Solutions,Hybrid - Bengaluru,4-9 Yrs,Not Disclosed,"python, SAS, Clinical Data, sql, Adam, Cdisc, SAS Programming, sdtm",1 day ago,3.3,1189  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-anonymization-analyst-innova-solutions-bengaluru-4-to-9-years-050626019999
Data Analyst,Multinational Company,Pune,5-10 Yrs,Not Disclosed,"Fast Api, Databricks, Python Development, Python, SQL, Data analysis, API, Data Bricks",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-orcapod-consulting-services-pune-5-to-10-years-300526010058
Apprentice - Data Analyst,S&P Global Market Intelligence,"Mumbai, Gurugram",1-2 Yrs,Not Disclosed,"Data Analyst, Financial Reporting, Sap, Compliance, Dispute Resolution, Finance, Research, Supply Chain",1 week ago,4.0,3156  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-apprentice-data-analyst-s-p-capital-iq-india-pvt-ltd-mumbai-gurugram-1-to-2-years-270526935645
Data Analyst,Tata Consultancy Services,"Pune, Bengaluru",4-8 Yrs,25-40 Lacs PA,"Power Bi, Data Analyst, Tableau, SQL, Data Analytics, Hadoop, GCP, Data Analysis",2 weeks ago,3.3,115420  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-tata-consultancy-services-pune-bengaluru-4-to-8-years-190526010408
Data Analyst,S&P Global Market Intelligence,Ahmedabad,2-5 Yrs,Not Disclosed,"Data Analyst, Java, Accounting, Analytical Skills, Sigma, Microsoft Office, Data Collection, Research",1 week ago,4.0,3156  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-s-p-capital-iq-india-pvt-ltd-ahmedabad-2-to-5-years-270526936048
Data Analyst,Persistent,Pune,5-8 Yrs,Not Disclosed,"database, stakeholder engagement skills, Data Analyst, Data, Stakeholder Engagement, Data analysis, Engagement, DBMS",2 weeks ago,3.6,5107  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-persistent-pune-5-to-8-years-220526021079
Data Analyst - 10th April - Virtual Interview - Pan India,Tata Consultancy Services,"India, Bengaluru, Mumbai (All Areas)",7-12 Yrs,Not Disclosed,"Power Bi, Tableau, Data Analytics, Data analysis, Analytics, Interviewing, Bi, Pan",3 days ago,3.3,115420  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-10th-april-virtual-interview-pan-india-tata-consultancy-services-bengaluru-mumbai-all-areas-india-7-to-12-years-090426005873
Data Analyst,Maven Marketing,Chennai,0-7 Yrs,Not Disclosed,"database maintenance, python, data analysis, data management, data analytics, problem solving, dashboards, sql",3+ weeks ago,4.1,50  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-maven-marketing-private-limited-chennai-0-to-7-years-260326501210
Data Analyst (Deployment),Legistify,Gurugram,0-2 Yrs,Not Disclosed,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,2.3,12  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-deployment-legistify-gurugram-0-to-2-years-221124503740
Data Analyst,Legistify,Gurugram,0-1 Yrs,Not Disclosed,"metadata, python, data analysis, data management, data analytics, data validation, configuration, data mining",3+ weeks ago,2.3,12  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-legistify-gurugram-0-to-1-years-221124503733
Data Analyst,Clustor Computing,Nagpur,0-2 Yrs,Not Disclosed,"Analytical skills, Data analysis, Manager Quality Assurance, data science, power bi, Data analytics, data visualization, digital transformation",3+ weeks ago,3.9,17  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-cluster-computing-nagpur-0-to-2-years-190326505544
Data Analyst,E4 Softwares,Mumbai,0-3 Yrs,Not Disclosed,"python, data analysis, data analytics, sas, natural language processing, data mining, predictive analytics, process improvement",3+ weeks ago,3.7,14  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-e4-softwares-mumbai-0-to-3-years-170426502441
Data Analyst,Ebizneeds (India) Internet Solutions Pvt. Ltd,Jaipur,0-3 Yrs,Not Disclosed,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,3.4,27  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-ebizneeds-india-internet-solutions-pvt-ltd-jaipur-0-to-3-years-140725501950
Data analyst,Inginit,Mumbai,0-3 Yrs,Not Disclosed,"master data, metadata, python, data analysis, data management, data analytics, data validation, configuration",3+ weeks ago,4.4,7  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-inginit-mumbai-0-to-3-years-020925501272
Data Analyst,Deloitte Consulting,"Hyderabad, Bengaluru",10-15 Yrs,18-33 Lacs PA,"GenAI, Artificial Intelligence, Data Analytics, Machine Learning, Python, Intelligence, Data analysis, Analytics",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-cxc-global-com-hyderabad-bengaluru-10-to-15-years-270526026751
Data Analyst,MNC Group,Gurugram(Cyber City),0 Yrs,6 Lacs PA,"Power Bi, Advanced Excel, Data Analytics, SQL, Communication Skills, Excel, Data Analysis, Data",3 weeks ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-persol-gurugram-0-to-0-years-140526016673
Data Analyst,Stack Digital,"Hubli, Mangaluru, Mysuru, Bengaluru, Belgaum",4-9 Yrs,Not Disclosed,"Data analysis, Agile scrum, Data Analyst, FMCG, microsoft, consumer goods, Data warehousing, Analytics",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-stack-digital-hubli-mangaluru-mysuru-bengaluru-belgaum-4-to-9-years-280526505421
Data Analyst,Simply Vyapar Apps,Bengaluru,2-4 Yrs,Not Disclosed,"database maintenance, python, data analysis, sas, bi, power bi, problem solving, business intelligence",1 week ago,3.7,625  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-vyapar-bengaluru-2-to-4-years-280526505163
Data Analyst,Cava Athleisure,Bengaluru,2-7 Yrs,Not Disclosed,"Customer acquisition, Automation, SMS, Data quality, Rate analysis, Forecasting, Marketing strategy, Analytics",1 week ago,2.0,3  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-cava-athleisure-bengaluru-2-to-7-years-270526501980
Data Analyst,Habuild,Bengaluru,1-4 Yrs,Not Disclosed,"data analysis, modeling, problem solving, process improvement, sql, database design, excel, operations",1 week ago,3.5,8  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-habuild-bengaluru-1-to-4-years-250526503278
Data Analyst,Ahana Systems & Solutions,Bengaluru,1-4 Yrs,Not Disclosed,"Automation, Process improvement, Marketing campaigns, model development, Data Analyst, banking products, Operations, Business banking",1 week ago,3.8,283  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-ahana-systems-and-solutions-bengaluru-1-to-4-years-260526505927
"Data Analyst (NetSuite, Workday, Snowflake)",Leading Client,"Hybrid - Kolkata, Pune, Chennai",5-10 Yrs,Not Disclosed,"NetSuite, BI tools, ERP transition, Snowflake, R Language, Data Analysis, Workday, SQL",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-netsuite-workday-snowflake-iospl-technology-services-private-limited-kolkata-pune-chennai-5-to-10-years-250526927582
Data Analyst,UOB,"Mumbai Suburban, Hyderabad, Bengaluru",8-12 Yrs,Not Disclosed,"Financial Crimes, Credit Risk, Python, data fabric, Power Bi, Amp, Hadoop, SQL",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-techmasters-infomatrix-mumbai-suburban-hyderabad-bengaluru-8-to-12-years-270526017868
BA / Data Analyst,tekskills,"Hybrid - Bengaluru, india",10-18 Yrs,Not Disclosed,"Database, ETL, Data warehousing, Data Science, Big Data, Data, Data analysis, DBMS",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-ba-data-analyst-tekskills-bengaluru-india-10-to-18-years-290526920059
Data Analyst,Leading Client,Bengaluru,4-6 Yrs,Not Disclosed,"Data Analyst, Business Intelligence, Administration, Agile Methodologies, Analytical Skills, Statistics, Analytics, Sql",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-ideslabs-private-limited-bengaluru-4-to-6-years-280526926768
Petrophysics Data Analyst-G&G Ops Specialist,Leading Client,Hybrid - Bangalore Rural,5-10 Yrs,Not Disclosed,"Data analysis, G&G Ops, Geomechanics, troubleshooting, requirement management system, petrophysics, Requirements, Ops",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-petrophysics-data-analyst-g-g-ops-specialist-bcforward-india-technologies-private-limited-bangalore-rural-5-to-10-years-250526923044
Petrophysics Data Analyst-G&G Ops Specialist 5+ Yrs,Leading Client,Hybrid - Bengaluru,5-10 Yrs,Not Disclosed,"Data analysis, G&G Ops, Geomechanics, troubleshooting, requirement management system, petrophysics, Requirements, Ops",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-petrophysics-data-analyst-g-g-ops-specialist-5-yrs-bcforward-india-technologies-private-limited-bengaluru-5-to-10-years-250526923063
Petrophysics Data Analyst-G&G Ops Specialist,Leading Client,Hybrid - Bengaluru,5-10 Yrs,Not Disclosed,"Data analysis, G&G Ops, Geomechanics, troubleshooting, requirement management system, petrophysics, Requirements management, Ops",1 week ago,,,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-petrophysics-data-analyst-g-g-ops-specialist-bcforward-india-technologies-private-limited-bengaluru-5-to-10-years-250526923046
Data Analyst,Tata Technologies,Pune,3-8 Yrs,Not Disclosed,"data analyst, snowflake, data analysis, power bi, regulatory compliance, sales, marketing, tableau",1 week ago,3.4,3292  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-tata-technologies-ltd-pune-3-to-8-years-290526920741
Data Analyst,Bahwan CyberTek,Chennai,3-4 Yrs,Not Disclosed,"Data analysis, Manager Quality Assurance, Version control, GIT, Information security, Data quality, Analytics, Reporting tools",1 week ago,3.3,719  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-bahwan-cybertek-chennai-3-to-4-years-290526506217
Data Analyst,Bahwan CyberTek,Chennai,3-4 Yrs,Not Disclosed,"data, data validation, bi, azure data factory, data pipeline, sql, analytics, git",1 week ago,3.3,719  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-bahwan-cybertek-chennai-3-to-4-years-280526031923
Data Analyst,Ecolab Global Services,Pune,6-8 Yrs,Not Disclosed,"data analyst, data analysis, data systems, data governance, etl, elt, sql, Governance",1 week ago,3.4,229  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-ecolab-global-services-private-limited-pune-6-to-8-years-250526935348
Data Analyst,Sharp Mint,Muzaffarnagar(Jansath),3-5 Yrs,2.5-4.75 Lacs PA,"Business Strategy, Bi, Tableau, Data Analytics, Business Consulting, Financial Analytics, Data Analysis, Python",1 week ago,3.5,55  Reviews,Data Analyst,2026-06-06,https://www.naukri.com/job-listings-data-analyst-sharp-mint-muzaffarnagar-3-to-5-years-280526025521
